Sale_ID,Make,Model,Body_Style,Engine_Type,Color,Customer_Name,City,State,Dealer_Name,Sale_Date,Sale_Price
100,Honda,Civic,Sedan,Hybrid,Silver,Customer_84,Chennai,Tamil Nadu,Metro Wheels,2022-02-12,19485
101,Ford,EcoSport,Sedan,Diesel,Red,Customer_41,Delhi,Delhi,Metro Wheels,2022-09-27,9757
102,Hyundai,Verna,Hatchback,Diesel,Black,Customer_16,Delhi,Delhi,AutoHub,2022-07-21,6998
103,Hyundai,Creta,SUV,Diesel,Black,Customer_63,Mumbai,Maharashtra,Metro Wheels,2023-06-21,13693
104,Ford,Figo,Hatchback,Petrol,Blue,Customer_67,Bangalore,Karnataka,City Cars,2023-01-11,13898
105,Maruti,Swift,Hatchback,Hybrid,Black,Customer_46,Hyderabad,Telangana,Highway Autos,2022-08-17,19717
106,Ford,Endeavour,Sedan,Petrol,Blue,Customer_12,Delhi,Delhi,Classic Motors,2023-07-13,25661
107,Honda,City,SUV,Hybrid,Red,Customer_22,Chennai,Tamil Nadu,Highway Autos,2022-10-10,9882
108,Honda,City,Sedan,Petrol,Blue,Customer_83,Delhi,Delhi,AutoHub,2022-02-18,27369
109,Toyota,Corolla,Hatchback,Petrol,White,Customer_43,Hyderabad,Telangana,Classic Motors,2022-10-24,22026
110,Ford,Endeavour,SUV,Hybrid,Red,Customer_68,Mumbai,Maharashtra,Metro Wheels,2022-03-20,33915
111,Toyota,Corolla,SUV,Petrol,Silver,Customer_76,Hyderabad,Telangana,Classic Motors,2023-05-21,19252
112,Honda,Civic,Hatchback,Diesel,Black,Customer_73,Bangalore,Karnataka,AutoHub,2023-04-08,11323
113,Honda,CR-V,Sedan,Diesel,Black,Customer_32,Hyderabad,Telangana,AutoHub,2023-06-04,13175
114,Hyundai,Verna,SUV,Diesel,Black,Customer_89,Bangalore,Karnataka,Highway Autos,2022-11-16,34644
115,Hyundai,Creta,Sedan,Hybrid,White,Customer_35,Delhi,Delhi,City Cars,2022-07-19,5340
116,Toyota,Camry,Hatchback,Petrol,White,Customer_57,Chennai,Tamil Nadu,Metro Wheels,2022-03-10,17176
117,Honda,CR-V,Sedan,Petrol,Black,Customer_91,Delhi,Delhi,City Cars,2022-06-14,32309
118,Maruti,Dzire,Hatchback,Petrol,Black,Customer_7,Hyderabad,Telangana,Classic Motors,2023-04-01,34911
119,Hyundai,i20,Hatchback,Diesel,Silver,Customer_54,Bangalore,Karnataka,Highway Autos,2023-02-15,7377
120,Ford,EcoSport,Sedan,Petrol,White,Customer_58,Bangalore,Karnataka,AutoHub,2023-01-26,10412
121,Honda,Civic,SUV,Diesel,White,Customer_41,Delhi,Delhi,Highway Autos,2023-07-11,11841
122,Honda,Civic,SUV,Hybrid,Blue,Customer_5,Mumbai,Maharashtra,Highway Autos,2023-03-27,14678
123,Toyota,Corolla,Hatchback,Petrol,Silver,Customer_20,Delhi,Delhi,City Cars,2022-06-05,9371
124,Ford,EcoSport,Hatchback,Diesel,Red,Customer_50,Mumbai,Maharashtra,Metro Wheels,2023-05-12,10125
125,Honda,Civic,SUV,Petrol,Black,Customer_99,Delhi,Delhi,Classic Motors,2022-10-04,19475
126,Toyota,Camry,Sedan,Diesel,Red,Customer_29,Hyderabad,Telangana,Classic Motors,2022-11-23,28649
127,Maruti,Dzire,Hatchback,Diesel,White,Customer_35,Bangalore,Karnataka,AutoHub,2023-06-27,22741
128,Ford,Endeavour,Hatchback,Hybrid,White,Customer_5,Delhi,Delhi,Highway Autos,2022-04-23,32193
129,Hyundai,i20,Hatchback,Diesel,Blue,Customer_78,Chennai,Tamil Nadu,Classic Motors,2022-01-25,17263
130,Toyota,Camry,Hatchback,Petrol,Red,Customer_43,Delhi,Delhi,Metro Wheels,2023-04-13,10659
131,Toyota,Camry,SUV,Hybrid,Silver,Customer_96,Mumbai,Maharashtra,Classic Motors,2022-02-28,22715
132,Toyota,Fortuner,Hatchback,Hybrid,Blue,Customer_63,Delhi,Delhi,Highway Autos,2022-05-15,7307
133,Honda,Civic,Sedan,Petrol,Red,Customer_64,Hyderabad,Telangana,Metro Wheels,2023-08-06,31048
134,Toyota,Fortuner,Hatchback,Petrol,Blue,Customer_62,Bangalore,Karnataka,Metro Wheels,2022-10-12,6999
135,Toyota,Fortuner,SUV,Hybrid,Red,Customer_78,Mumbai,Maharashtra,Highway Autos,2023-07-18,26453
136,Maruti,Swift,Hatchback,Petrol,Silver,Customer_54,Delhi,Delhi,AutoHub,2022-06-23,6306
137,Toyota,Corolla,Hatchback,Diesel,Red,Customer_29,Bangalore,Karnataka,AutoHub,2023-05-09,22789
138,Honda,Civic,Sedan,Diesel,Black,Customer_57,Bangalore,Karnataka,Highway Autos,2022-10-14,13174
139,Ford,EcoSport,Sedan,Diesel,Black,Customer_28,Mumbai,Maharashtra,Highway Autos,2022-05-18,33920
140,Hyundai,Creta,SUV,Hybrid,Blue,Customer_23,Delhi,Delhi,Metro Wheels,2022-03-17,17417
141,Hyundai,Creta,Sedan,Hybrid,Blue,Customer_66,Hyderabad,Telangana,City Cars,2022-09-24,15334
142,Ford,Figo,Hatchback,Petrol,Blue,Customer_25,Mumbai,Maharashtra,AutoHub,2022-07-21,12725
143,Maruti,Dzire,Hatchback,Petrol,Blue,Customer_25,Delhi,Delhi,Highway Autos,2022-05-10,5355
144,Toyota,Camry,Hatchback,Petrol,Blue,Customer_61,Bangalore,Karnataka,Classic Motors,2022-04-09,8206
145,Maruti,Baleno,Sedan,Diesel,Silver,Customer_89,Chennai,Tamil Nadu,Highway Autos,2022-04-25,31754
146,Maruti,Dzire,Sedan,Hybrid,Blue,Customer_41,Hyderabad,Telangana,Highway Autos,2023-05-06,15922
147,Maruti,Swift,SUV,Diesel,Blue,Customer_2,Bangalore,Karnataka,Metro Wheels,2022-01-20,22938
148,Honda,City,Hatchback,Diesel,Black,Customer_94,Mumbai,Maharashtra,AutoHub,2022-11-22,8017
149,Maruti,Dzire,Hatchback,Petrol,Blue,Customer_78,Bangalore,Karnataka,Highway Autos,2023-06-17,26345
150,Honda,Civic,Hatchback,Petrol,Black,Customer_26,Hyderabad,Telangana,AutoHub,2023-01-22,34363
151,Maruti,Baleno,SUV,Hybrid,White,Customer_18,Bangalore,Karnataka,City Cars,2023-03-10,9069
152,Ford,Figo,Sedan,Hybrid,Silver,Customer_11,Mumbai,Maharashtra,Highway Autos,2022-05-09,9104
153,Toyota,Fortuner,SUV,Petrol,White,Customer_2,Mumbai,Maharashtra,Classic Motors,2022-08-18,13002
154,Maruti,Dzire,Sedan,Petrol,Blue,Customer_11,Mumbai,Maharashtra,AutoHub,2023-06-26,16234
155,Toyota,Fortuner,SUV,Hybrid,Blue,Customer_39,Chennai,Tamil Nadu,Highway Autos,2023-05-07,19584
156,Ford,Figo,Sedan,Diesel,Silver,Customer_74,Mumbai,Maharashtra,Classic Motors,2023-03-15,10162
157,Toyota,Camry,Sedan,Petrol,Blue,Customer_37,Mumbai,Maharashtra,Metro Wheels,2023-05-03,30029
158,Hyundai,Verna,SUV,Hybrid,Blue,Customer_32,Hyderabad,Telangana,Highway Autos,2023-06-12,9026
159,Ford,EcoSport,Sedan,Diesel,Black,Customer_54,Bangalore,Karnataka,Metro Wheels,2022-02-25,8110
160,Toyota,Fortuner,SUV,Petrol,Red,Customer_72,Hyderabad,Telangana,City Cars,2022-04-17,20749
161,Toyota,Camry,Sedan,Diesel,Silver,Customer_40,Mumbai,Maharashtra,Classic Motors,2023-03-07,27990
162,Honda,CR-V,Hatchback,Hybrid,White,Customer_39,Chennai,Tamil Nadu,AutoHub,2023-03-11,31420
163,Honda,Civic,Hatchback,Diesel,White,Customer_77,Mumbai,Maharashtra,Highway Autos,2022-05-05,21518
164,Ford,EcoSport,Sedan,Diesel,Black,Customer_3,Delhi,Delhi,AutoHub,2022-01-30,29641
165,Toyota,Corolla,Hatchback,Petrol,Red,Customer_20,Delhi,Delhi,City Cars,2023-05-22,29852
166,Maruti,Baleno,SUV,Petrol,Black,Customer_16,Chennai,Tamil Nadu,Highway Autos,2022-01-29,13161
167,Toyota,Camry,Sedan,Diesel,Blue,Customer_87,Delhi,Delhi,Highway Autos,2022-01-12,10870
168,Toyota,Camry,Hatchback,Petrol,White,Customer_32,Hyderabad,Telangana,Metro Wheels,2022-01-19,13211
169,Honda,CR-V,Hatchback,Hybrid,White,Customer_16,Delhi,Delhi,AutoHub,2022-09-25,10209
170,Hyundai,Verna,Hatchback,Hybrid,White,Customer_19,Mumbai,Maharashtra,Highway Autos,2022-09-09,33306
171,Maruti,Baleno,Hatchback,Hybrid,Silver,Customer_88,Mumbai,Maharashtra,Classic Motors,2022-05-27,33311
172,Toyota,Camry,Hatchback,Diesel,Blue,Customer_22,Mumbai,Maharashtra,City Cars,2022-08-06,32718
173,Ford,Endeavour,SUV,Diesel,White,Customer_92,Bangalore,Karnataka,Highway Autos,2023-04-22,6060
174,Honda,CR-V,SUV,Petrol,Black,Customer_92,Mumbai,Maharashtra,AutoHub,2022-11-24,20721
175,Honda,City,Sedan,Diesel,Black,Customer_24,Chennai,Tamil Nadu,Highway Autos,2022-09-14,29187
176,Toyota,Fortuner,Sedan,Hybrid,Silver,Customer_78,Chennai,Tamil Nadu,Metro Wheels,2022-10-26,14943
177,Ford,EcoSport,Hatchback,Petrol,Red,Customer_74,Chennai,Tamil Nadu,Classic Motors,2023-04-22,21201
178,Hyundai,Creta,SUV,Hybrid,Silver,Customer_9,Bangalore,Karnataka,AutoHub,2022-07-11,30842
179,Ford,Endeavour,Sedan,Petrol,Blue,Customer_36,Hyderabad,Telangana,Classic Motors,2022-01-10,26314
180,Ford,EcoSport,SUV,Hybrid,Silver,Customer_83,Bangalore,Karnataka,Metro Wheels,2022-07-15,20227
181,Honda,City,SUV,Hybrid,Red,Customer_86,Chennai,Tamil Nadu,Highway Autos,2022-11-12,13795
182,Honda,City,SUV,Hybrid,Silver,Customer_71,Mumbai,Maharashtra,Highway Autos,2023-07-17,28002
183,Honda,City,Sedan,Hybrid,Black,Customer_28,Delhi,Delhi,AutoHub,2023-04-21,6432
184,Hyundai,Creta,SUV,Petrol,Blue,Customer_15,Bangalore,Karnataka,Highway Autos,2022-04-17,7669
185,Honda,CR-V,SUV,Petrol,White,Customer_86,Delhi,Delhi,City Cars,2023-02-15,16689
186,Hyundai,Creta,Sedan,Hybrid,Blue,Customer_95,Hyderabad,Telangana,City Cars,2022-01-17,11244
187,Maruti,Baleno,Sedan,Hybrid,Blue,Customer_85,Delhi,Delhi,City Cars,2023-04-08,12369
188,Toyota,Camry,Hatchback,Hybrid,Silver,Customer_74,Bangalore,Karnataka,Metro Wheels,2022-06-02,25153
189,Honda,Civic,SUV,Diesel,Red,Customer_3,Hyderabad,Telangana,Metro Wheels,2023-05-09,9712
190,Hyundai,i20,SUV,Petrol,Silver,Customer_40,Hyderabad,Telangana,Highway Autos,2022-04-11,8276
191,Hyundai,Creta,Hatchback,Petrol,Black,Customer_25,Mumbai,Maharashtra,City Cars,2023-03-11,31941
192,Ford,Endeavour,SUV,Petrol,White,Customer_15,Hyderabad,Telangana,Classic Motors,2023-05-11,7341
193,Honda,City,Hatchback,Petrol,Black,Customer_53,Bangalore,Karnataka,City Cars,2023-08-16,11480
194,Ford,EcoSport,SUV,Diesel,Blue,Customer_38,Chennai,Tamil Nadu,AutoHub,2023-02-01,24067
195,Ford,Endeavour,Hatchback,Hybrid,Blue,Customer_99,Mumbai,Maharashtra,Highway Autos,2023-06-02,9689
196,Toyota,Fortuner,SUV,Petrol,Red,Customer_99,Bangalore,Karnataka,Highway Autos,2022-04-14,13173
197,Honda,CR-V,Hatchback,Diesel,White,Customer_78,Hyderabad,Telangana,City Cars,2022-03-21,7891
198,Hyundai,i20,Sedan,Hybrid,White,Customer_31,Delhi,Delhi,Classic Motors,2023-01-23,20162
199,Hyundai,Creta,SUV,Hybrid,Silver,Customer_2,Hyderabad,Telangana,City Cars,2023-05-17,7066
200,Hyundai,Verna,Sedan,Diesel,White,Customer_68,Hyderabad,Telangana,AutoHub,2022-01-16,9284
